rcdc_name,INCa/INSERM/DGOS share,National Cancer Institute share,Cancer Research UK share,Wellcome Trust share,National Health and Medical Research Council share,average_share
WEST NILE VIRUS,8.717889108450541e-06,1.2970187064716254e-05,4.650946467606158e-06,,7.967035451975211e-05,
SEXUAL AND GENDER MINORITIES (SGM/LGBT*),7.749234763067147e-06,0.0001880541630134029,0.00028777731268313103,0.00021405733485070177,0.0003808604900472369,0.00021569970707150795
ALZHEIMER'S DISEASE RELATED DEMENTIAS (ADRD),6.855092290405554e-06,8.36800169274198e-06,4.185851820845542e-06,,5.033442533442534e-05,
CHILD ABUSE AND NEGLECT RESEARCH,6.457695635889289e-06,3.28658239737293e-05,5.979788315493631e-06,,6.369663749181821e-05,
SPINA BIFIDA,6.457695635889289e-06,1.6967267434620976e-05,,,4.070335395636601e-06,
YOUTH VIOLENCE,6.457695635889289e-06,3.700178594970698e-05,1.744104925352309e-05,0.00010838346068389963,6.994677551906468e-05,4.784615340841673e-05
PERINATAL - NEONATAL RESPIRATORY DISTRESS SYNDROME,4.8432717269169665e-06,1.713494156878223e-05,2.690904741972134e-05,,0.00012987115773260358,
RETT SYNDROME,4.8432717269169665e-06,7.71177840551032e-06,5.979788315493631e-06,,1.4754965809182676e-05,
BATTEN DISEASE,3.8746173815335736e-06,2.7861005120734183e-06,5.979788315493631e-06,,8.358724473182304e-06,
AMERICAN INDIANS / ALASKA NATIVES,,0.0006308054897884942,,,5.834147400412461e-05,
ARCTIC,,6.895148402971771e-05,,,,
EATING DISORDERS,,6.808077950383904e-05,7.755453234733268e-05,4.064379775646236e-05,4.261738071979036e-05,
METHAMPHETAMINE,,6.016298825029584e-05,,,0.00013440182867893713,
VIOLENCE AGAINST WOMEN,,5.012271036735607e-05,,,7.002827032947516e-05,
TOPICAL MICROBICIDES,,4.593255069144748e-05,,4.064379775646236e-05,3.18842939324867e-05,
SMALL POX,,4.070247264811454e-05,3.8868624050708605e-05,2.3225027289407064e-05,3.992805197624475e-05,
ANTHRAX,,3.8714094531899204e-05,6.976419701409236e-06,2.032189887823118e-05,5.9359057853033745e-06,
SUBSTANCE ABUSE PREVENTION,,2.9808734962001327e-05,,,3.3919461630305003e-06,
SCREENING AND BRIEF INTERVENTION FOR SUBSTANCE ABUSE,,2.5049499436818156e-05,,,3.985536741560838e-05,
TEMPOROMANDIBULAR MUSCLE/JOINT DISORDER (TMJD),,2.2773196039719875e-05,,,5.814764850909429e-06,
ECZEMA / ATOPIC DERMATITIS,,2.1696016753593e-05,,,3.6826844055759716e-05,
FRAGILE X SYNDROME,,2.0154509095942656e-05,1.5813217989860937e-05,0.00020592857529940935,0.00010511068492996207,
INFANT MORTALITY,,1.609841055760355e-05,8.371703641691085e-06,,3.6948719177634836e-05,
INJURY - UNINTENTIONAL CHILDHOOD INJURY,,1.507373529328476e-05,,,6.876106273696635e-05,
LYME DISEASE,,1.4775647943664743e-05,,,1.42461738847281e-05,
LEAD POISONING,,1.4284481288040857e-05,,,2.0351676978183004e-05,
MUCOPOLYSACCHARIDOSES (MPS),,1.3881385894804704e-05,5.979788315493631e-06,,9.15825464018235e-06,
BIPOLAR DISORDER,,1.3679838198186627e-05,,2.709586517097491e-05,4.176939417903273e-05,
FETAL ALCOHOL SYNDROME,,1.1572132759680245e-05,8.371703641691085e-06,,4.438824092438549e-05,
CHARCOT-MARIE-TOOTH DISEASE,,9.869062421794416e-06,5.521337877972453e-05,5.419173034194982e-05,3.0123712352628016e-05,
PAGET'S DISEASE,,9.603154956508378e-06,,,,
YOUTH VIOLENCE PREVENTION,,9.586218175279969e-06,,2.709586517097491e-05,1.2630961426142149e-05,
HEALTH EFFECTS OF HOUSEHOLD ENERGY COMBUSTION,,9.105213588393129e-06,,,,
CLIMATE CHANGE,,8.18046533332195e-06,,,,
OSTEOGENESIS IMPERFECTA,,8.095781427179902e-06,,,8.140670791273201e-06,
ANOREXIA,,6.473237785498239e-06,5.2323147760569275e-06,,7.995301670000465e-06,
APHASIA,,3.6601923941978053e-06,,,7.065012712603073e-05,
VASCULAR COGNITIVE IMPAIRMENT/DEMENTIA,,3.6501842961991997e-06,4.185851820845542e-06,,3.885320150380392e-06,
USHER SYNDROME,,3.201051652169459e-06,,,,
MALARIA VACCINE,,3.187502227186731e-06,4.185851820845542e-06,,2.5439596222728755e-06,
GLOBAL WARMING CLIMATE CHANGE,,2.8453792463728527e-06,,,,
LEWY BODY DEMENTIA,,2.0003878338136422e-06,,,,
THERAPEUTIC CANNABINOID RESEARCH,,1.7783620289830329e-06,5.979788315493631e-06,,4.070335395636601e-06,
DIETHYLSTILBESTROL (DES),,1.4226896231864263e-06,,,,
VULVODYNIA,,1.0670172173898198e-06,,,,
SUDDEN INFANT DEATH SYNDROME,,1.0077384830903852e-06,,,1.89471763266944e-05,
TOURETTE SYNDROME,,8.536137739118559e-07,,,7.3492166865660844e-06,
PICK'S DISEASE,,7.43678666665632e-07,,,3.3919461630305003e-06,
HEPATITIS - A,,3.880062608690254e-07,,,,
CANNABIDIOL RESEARCH,,,5.979788315493631e-06,,4.070335395636601e-06,
